TransactionID,TransactionDate,StoreID,StoreName,TillNumber,CashierID,ShiftTime,SaleAmount,DiscountAmount,PaymentMethod,IsVoid
1284,2025-03-13,105,Ajman Mall,5,C031,Afternoon,3509.73,417.27,Credit Card,False
1285,2025-03-27,103,Abu Dhabi Khalidiyah,4,C033,Afternoon,649.47,0.0,Cash,False
1286,2025-03-03,105,Ajman Mall,2,C034,Afternoon,4092.74,0.0,Credit Card,False
1287,2025-02-27,101,Dubai Marina,5,C011,Morning,3418.3,145.01,Credit Card,False
1288,2025-03-29,101,Dubai Marina,3,C004,Morning,194.48,0.0,Credit Card,False
1289,2025-01-03,103,Abu Dhabi Khalidiyah,3,C033,Afternoon,847.97,604.83,Credit Card,False
1290,2025-01-12,105,Ajman Mall,2,C006,Morning,825.4,0.0,Credit Card,False
1291,2025-02-07,105,Ajman Mall,5,C012,Afternoon,1227.2,0.0,Credit Card,False
1292,2025-03-10,105,Ajman Mall,1,C005,Morning,3275.03,0.0,Credit Card,False
1293,2025-01-04,105,Ajman Mall,5,C039,Afternoon,3530.52,0.0,Cash,False
1294,2025-01-12,102,Dubai Mall,3,C005,Morning,1865.62,0.0,Cash,False
1295,2025-03-13,106,Ras Al Khaimah,5,C016,Morning,505.77,0.0,Credit Card,False
1296,2025-02-05,101,Dubai Marina,3,C026,Afternoon,2342.07,0.0,Cash,False
1297,2025-01-19,105,Ajman Mall,3,C008,Evening,1420.69,18.49,Debit Card,False
1298,2025-01-26,102,Dubai Mall,2,C037,Morning,3257.45,0.0,Debit Card,False
1299,2025-02-18,103,Abu Dhabi Khalidiyah,4,C016,Evening,2443.86,0.0,Debit Card,False
1300,2025-03-01,106,Ras Al Khaimah,3,C038,Afternoon,1407.61,0.0,Digital Wallet,False
1301,2025-01-19,106,Ras Al Khaimah,5,C039,Morning,123.91,0.0,Debit Card,False
1302,2025-02-13,106,Ras Al Khaimah,3,C003,Evening,299.57,67.5,Credit Card,False
1303,2025-01-09,105,Ajman Mall,3,C040,Morning,2960.89,0.0,Digital Wallet,False
1304,2025-01-30,101,Dubai Marina,5,C006,Afternoon,1575.24,0.0,Credit Card,False
1305,2025-01-31,103,Abu Dhabi Khalidiyah,1,C027,Evening,429.28,715.44,Credit Card,False
1306,2025-03-13,105,Ajman Mall,5,C038,Morning,2330.4,0.0,Credit Card,False
1307,2025-01-29,103,Abu Dhabi Khalidiyah,4,C037,Afternoon,1540.86,0.0,Credit Card,False
1308,2025-03-11,102,Dubai Mall,4,C034,Afternoon,2013.71,0.0,Credit Card,False
1309,2025-02-04,105,Ajman Mall,5,C021,Afternoon,1547.64,0.0,Credit Card,False
1310,2025-01-25,103,Abu Dhabi Khalidiyah,1,C017,Afternoon,1411.43,0.0,Cash,False
1311,2025-03-08,104,Sharjah City Centre,4,C014,Evening,1272.71,0.0,Digital Wallet,False
1312,2025-02-12,106,Ras Al Khaimah,3,C021,Morning,2271.53,0.0,Credit Card,False
1313,2025-02-20,101,Dubai Marina,1,C016,Evening,1934.65,0.0,Digital Wallet,False
1314,2025-01-04,106,Ras Al Khaimah,4,C017,Morning,1356.89,0.0,Cash,False
1315,2025-03-18,101,Dubai Marina,2,C026,Morning,318.89,0.0,Debit Card,False
1316,2025-01-09,105,Ajman Mall,5,C009,Morning,1710.99,0.0,Digital Wallet,False
1317,2025-01-25,105,Ajman Mall,3,C020,Evening,568.23,0.0,Credit Card,False
1318,2025-03-29,103,Abu Dhabi Khalidiyah,4,C030,Morning,1487.59,0.0,Credit Card,False
1319,2025-02-04,106,Ras Al Khaimah,3,C021,Evening,109.37,0.0,Credit Card,False
1320,2025-03-22,106,Ras Al Khaimah,5,C005,Evening,1907.29,0.0,Digital Wallet,False
1321,2025-03-04,106,Ras Al Khaimah,2,C001,Afternoon,1303.96,321.98,Debit Card,False
1322,2025-01-28,103,Abu Dhabi Khalidiyah,5,C030,Evening,1391.85,0.0,Credit Card,False
1323,2025-01-01,103,Abu Dhabi Khalidiyah,4,C040,Morning,4018.39,0.0,Cash,False
1324,2025-01-09,103,Abu Dhabi Khalidiyah,3,C037,Morning,1629.02,650.46,Credit Card,False
1325,2025-03-24,106,Ras Al Khaimah,3,C007,Morning,1670.28,0.0,Digital Wallet,False
1326,2025-03-02,101,Dubai Marina,3,C005,Evening,1569.38,0.0,Credit Card,False
1327,2025-01-24,106,Ras Al Khaimah,2,C035,Evening,3418.59,540.73,Debit Card,False
1328,2025-02-27,102,Dubai Mall,4,C014,Morning,3493.49,0.0,Debit Card,False
1329,2025-03-07,103,Abu Dhabi Khalidiyah,3,C033,Morning,3363.9,0.0,Cash,False
1330,2025-01-27,105,Ajman Mall,3,C017,Morning,1406.84,0.0,Cash,True
1331,2025-02-01,102,Dubai Mall,1,C009,Afternoon,2448.4,192.75,Digital Wallet,False
1332,2025-03-01,106,Ras Al Khaimah,1,C023,Evening,4120.97,0.0,Digital Wallet,False
1333,2025-01-01,101,Dubai Marina,5,C005,Morning,2948.5,0.0,Cash,False
1334,2025-01-22,101,Dubai Marina,3,C016,Morning,4045.0,0.0,Digital Wallet,False
1335,2025-03-04,105,Ajman Mall,1,C024,Evening,4014.6,0.0,Credit Card,False
1336,2025-03-10,105,Ajman Mall,2,C019,Afternoon,1732.03,0.0,Credit Card,False
1337,2025-02-26,104,Sharjah City Centre,2,C011,Afternoon,1015.22,33.78,Cash,False
1338,2025-02-27,106,Ras Al Khaimah,3,C029,Afternoon,2148.2,0.0,Digital Wallet,False
1339,2025-01-03,105,Ajman Mall,4,C035,Morning,1415.76,0.0,Debit Card,True
1340,2025-01-20,106,Ras Al Khaimah,4,C020,Morning,166.12,0.0,Credit Card,False
1341,2025-01-09,102,Dubai Mall,4,C040,Morning,617.61,0.0,Cash,False
1342,2025-02-18,106,Ras Al Khaimah,1,C034,Morning,4014.82,0.0,Credit Card,False
1343,2025-03-02,104,Sharjah City Centre,3,C001,Evening,2820.81,0.0,Debit Card,False
1344,2025-02-18,102,Dubai Mall,2,C036,Evening,3166.84,899.92,Credit Card,False
1345,2025-03-19,106,Ras Al Khaimah,1,C020,Evening,1536.76,0.0,Digital Wallet,False
1346,2025-01-22,101,Dubai Marina,5,C007,Afternoon,2542.16,0.0,Credit Card,False
1347,2025-03-06,104,Sharjah City Centre,2,C009,Evening,180.65,0.0,Credit Card,False
1348,2025-01-17,103,Abu Dhabi Khalidiyah,4,C017,Morning,4152.78,60.54,Credit Card,False
1349,2025-03-17,101,Dubai Marina,4,C008,Evening,4468.69,0.0,Digital Wallet,False
1350,2025-01-24,102,Dubai Mall,1,C007,Afternoon,1485.77,375.57,Credit Card,False
1351,2025-03-22,106,Ras Al Khaimah,5,C036,Afternoon,201.49,0.0,Credit Card,False
1352,2025-02-18,106,Ras Al Khaimah,1,C010,Afternoon,2313.02,0.0,Debit Card,False
1353,2025-02-08,104,Sharjah City Centre,4,C018,Afternoon,1628.43,0.0,Debit Card,False
1354,2025-01-26,104,Sharjah City Centre,3,C019,Morning,2256.63,486.09,Digital Wallet,False
1355,2025-01-09,103,Abu Dhabi Khalidiyah,2,C039,Evening,2567.31,0.0,Debit Card,False
1356,2025-03-03,103,Abu Dhabi Khalidiyah,1,C014,Evening,2099.07,0.0,Debit Card,False
1357,2025-02-22,101,Dubai Marina,5,C022,Afternoon,63.85,0.0,Credit Card,False
1358,2025-02-26,106,Ras Al Khaimah,5,C014,Afternoon,4382.77,0.0,Credit Card,False
1359,2025-03-14,106,Ras Al Khaimah,3,C017,Evening,1951.82,0.0,Cash,False
1360,2025-01-07,105,Ajman Mall,2,C033,Morning,1244.87,0.0,Debit Card,True
1361,2025-01-05,101,Dubai Marina,4,C032,Evening,2942.95,0.0,Credit Card,False
1362,2025-01-05,106,Ras Al Khaimah,1,C017,Evening,1683.98,0.0,Cash,False
1363,2025-03-05,105,Ajman Mall,2,C004,Afternoon,4178.95,110.79,Cash,False
1364,2025-03-28,102,Dubai Mall,2,C006,Evening,3219.8,692.94,Credit Card,False
1365,2025-01-03,103,Abu Dhabi Khalidiyah,5,C028,Evening,1512.93,0.0,Debit Card,False
1366,2025-02-27,103,Abu Dhabi Khalidiyah,4,C018,Afternoon,1547.29,0.0,Digital Wallet,False
1367,2025-01-29,103,Abu Dhabi Khalidiyah,4,C003,Afternoon,641.71,0.0,Digital Wallet,False
1368,2025-02-05,106,Ras Al Khaimah,2,C001,Morning,763.65,0.0,Cash,False
1369,2025-01-16,105,Ajman Mall,5,C022,Evening,1466.9,0.0,Digital Wallet,True
1370,2025-01-08,105,Ajman Mall,1,C009,Afternoon,469.5,0.0,Debit Card,False
1371,2025-01-29,101,Dubai Marina,2,C017,Afternoon,4277.41,10.31,Debit Card,False
1372,2025-01-11,105,Ajman Mall,5,C011,Evening,1274.98,0.0,Cash,False
1373,2025-03-03,104,Sharjah City Centre,2,C029,Evening,4418.24,0.0,Digital Wallet,False
1374,2025-03-21,104,Sharjah City Centre,2,C036,Morning,3304.15,0.0,Credit Card,False
1375,2025-02-28,105,Ajman Mall,4,C028,Morning,2072.19,763.98,Digital Wallet,False
1376,2025-03-12,104,Sharjah City Centre,2,C036,Evening,1635.67,247.35,Cash,False
1377,2025-02-28,106,Ras Al Khaimah,2,C001,Morning,3039.67,796.71,Cash,False
1378,2025-03-30,103,Abu Dhabi Khalidiyah,4,C008,Afternoon,989.93,0.0,Credit Card,False
1379,2025-03-12,102,Dubai Mall,2,C005,Afternoon,1327.37,31.21,Debit Card,False
1380,2025-03-09,103,Abu Dhabi Khalidiyah,5,C010,Evening,3017.16,0.0,Digital Wallet,False
1381,2025-02-11,103,Abu Dhabi Khalidiyah,4,C035,Afternoon,3883.39,0.0,Digital Wallet,False
1382,2025-03-30,105,Ajman Mall,1,C003,Afternoon,4134.95,0.0,Credit Card,False
1383,2025-03-25,102,Dubai Mall,5,C024,Evening,3500.56,0.0,Credit Card,False
1384,2025-02-15,106,Ras Al Khaimah,5,C038,Evening,241.3,0.0,Debit Card,False
1385,2025-02-02,104,Sharjah City Centre,3,C036,Afternoon,369.13,0.0,Cash,False
1386,2025-03-21,104,Sharjah City Centre,4,C010,Evening,4075.51,0.0,Cash,False
1387,2025-01-31,101,Dubai Marina,4,C028,Evening,4296.05,0.0,Debit Card,False
1388,2025-01-14,101,Dubai Marina,2,C009,Evening,3687.02,0.0,Debit Card,False
1389,2025-02-10,104,Sharjah City Centre,2,C003,Afternoon,251.5,0.0,Digital Wallet,False
1390,2025-02-03,101,Dubai Marina,4,C020,Evening,3663.7,139.29,Credit Card,False
1391,2025-01-14,101,Dubai Marina,2,C024,Evening,3331.15,0.0,Credit Card,False
1392,2025-03-10,105,Ajman Mall,5,C003,Morning,386.45,0.0,Debit Card,False
1393,2025-03-02,106,Ras Al Khaimah,1,C023,Morning,4389.25,0.0,Digital Wallet,False
1394,2025-02-27,104,Sharjah City Centre,3,C014,Evening,3779.66,0.0,Credit Card,False
1395,2025-03-15,106,Ras Al Khaimah,1,C016,Evening,1076.2,0.0,Debit Card,False
1396,2025-02-23,103,Abu Dhabi Khalidiyah,4,C007,Evening,3358.35,0.0,Digital Wallet,False
1397,2025-01-01,106,Ras Al Khaimah,4,C023,Afternoon,2685.51,0.0,Debit Card,False
1398,2025-03-19,104,Sharjah City Centre,4,C036,Afternoon,3780.38,602.81,Digital Wallet,False
1399,2025-01-17,101,Dubai Marina,2,C027,Afternoon,2713.19,0.0,Credit Card,False
1400,2025-03-19,106,Ras Al Khaimah,4,C040,Evening,1150.98,0.0,Digital Wallet,False
1401,2025-03-26,105,Ajman Mall,1,C010,Afternoon,4275.35,524.68,Digital Wallet,True
1402,2025-03-06,104,Sharjah City Centre,2,C016,Afternoon,863.5,0.0,Cash,False
1403,2025-01-13,103,Abu Dhabi Khalidiyah,4,C011,Evening,2284.05,0.0,Digital Wallet,False
1404,2025-02-08,102,Dubai Mall,5,C012,Morning,907.0,0.0,Digital Wallet,False
1405,2025-01-03,105,Ajman Mall,5,C027,Evening,457.89,0.0,Credit Card,False
1406,2025-01-05,106,Ras Al Khaimah,1,C002,Morning,4436.2,0.0,Credit Card,False
1407,2025-01-15,103,Abu Dhabi Khalidiyah,1,C012,Afternoon,3880.72,0.0,Cash,False
1408,2025-03-18,104,Sharjah City Centre,2,C022,Afternoon,1834.39,0.0,Cash,False
1409,2025-01-03,106,Ras Al Khaimah,1,C027,Evening,4485.79,0.0,Credit Card,False
1410,2025-03-24,101,Dubai Marina,5,C016,Morning,78.44,48.03,Digital Wallet,False
1411,2025-02-23,105,Ajman Mall,1,C018,Morning,4059.11,0.0,Debit Card,False
1412,2025-01-11,102,Dubai Mall,2,C011,Evening,4139.22,0.0,Cash,True
1413,2025-03-07,105,Ajman Mall,1,C007,Afternoon,3934.01,610.93,Credit Card,False
1414,2025-03-29,104,Sharjah City Centre,3,C025,Evening,3894.2,583.0,Digital Wallet,False
1415,2025-01-11,103,Abu Dhabi Khalidiyah,3,C003,Evening,3871.23,645.39,Cash,False
1416,2025-02-22,103,Abu Dhabi Khalidiyah,1,C031,Afternoon,1760.42,0.0,Debit Card,False
1417,2025-01-17,106,Ras Al Khaimah,5,C015,Evening,2679.38,0.0,Debit Card,False
1418,2025-02-21,104,Sharjah City Centre,3,C013,Afternoon,3225.95,0.0,Credit Card,False
1419,2025-03-14,106,Ras Al Khaimah,2,C030,Afternoon,374.07,0.0,Cash,True
1420,2025-01-10,104,Sharjah City Centre,5,C023,Morning,2059.18,0.0,Credit Card,False
1421,2025-02-05,106,Ras Al Khaimah,3,C020,Evening,3195.07,0.0,Debit Card,False
1422,2025-03-07,103,Abu Dhabi Khalidiyah,1,C015,Morning,2544.58,0.0,Digital Wallet,False
1423,2025-02-19,106,Ras Al Khaimah,5,C015,Evening,2114.76,0.0,Credit Card,False
1424,2025-02-10,103,Abu Dhabi Khalidiyah,5,C002,Evening,3943.07,0.0,Credit Card,False
1425,2025-03-15,104,Sharjah City Centre,4,C013,Evening,459.89,48.72,Credit Card,False
1426,2025-03-12,102,Dubai Mall,4,C026,Afternoon,3433.71,724.58,Credit Card,True
1427,2025-01-07,101,Dubai Marina,2,C022,Morning,4426.42,638.27,Debit Card,True
1428,2025-01-18,106,Ras Al Khaimah,1,C018,Morning,337.21,0.0,Credit Card,False
1429,2025-02-27,105,Ajman Mall,3,C005,Afternoon,3931.49,0.0,Credit Card,False
1430,2025-02-14,105,Ajman Mall,3,C018,Evening,2100.23,0.0,Credit Card,False
1431,2025-03-16,101,Dubai Marina,1,C023,Evening,3752.56,0.0,Digital Wallet,False
1432,2025-02-18,105,Ajman Mall,3,C033,Evening,1613.11,0.0,Cash,False
1433,2025-01-08,104,Sharjah City Centre,4,C026,Evening,594.85,0.0,Cash,False
1434,2025-03-25,104,Sharjah City Centre,1,C035,Evening,2064.69,0.0,Credit Card,False
1435,2025-02-25,106,Ras Al Khaimah,4,C022,Evening,760.72,0.0,Credit Card,False
1436,2025-02-02,105,Ajman Mall,1,C002,Afternoon,1048.06,0.0,Debit Card,False
1437,2025-03-14,104,Sharjah City Centre,4,C008,Evening,302.57,0.0,Digital Wallet,False
1438,2025-01-08,106,Ras Al Khaimah,3,C017,Evening,2352.94,0.0,Cash,False
1439,2025-01-26,102,Dubai Mall,3,C012,Morning,439.85,0.0,Digital Wallet,False
1440,2025-03-02,105,Ajman Mall,5,C038,Afternoon,1067.62,0.0,Debit Card,False
1441,2025-01-04,104,Sharjah City Centre,4,C017,Afternoon,2431.29,685.41,Credit Card,False
1442,2025-03-09,101,Dubai Marina,5,C003,Morning,1958.59,0.0,Credit Card,False
1443,2025-01-10,104,Sharjah City Centre,3,C007,Evening,1775.05,0.0,Credit Card,False
1444,2025-01-29,101,Dubai Marina,5,C039,Morning,1758.89,0.0,Debit Card,False
1445,2025-01-01,102,Dubai Mall,1,C028,Afternoon,1036.35,0.0,Debit Card,False
1446,2025-01-05,104,Sharjah City Centre,5,C023,Evening,3955.08,0.0,Credit Card,False
1447,2025-01-28,101,Dubai Marina,2,C021,Evening,4189.45,0.0,Credit Card,False
1448,2025-01-27,101,Dubai Marina,3,C028,Evening,2325.49,0.0,Credit Card,False
1449,2025-02-03,101,Dubai Marina,1,C039,Evening,61.33,0.0,Cash,False
1450,2025-01-11,104,Sharjah City Centre,5,C033,Morning,3806.05,0.0,Digital Wallet,False
1451,2025-01-11,103,Abu Dhabi Khalidiyah,5,C008,Evening,1403.68,0.0,Credit Card,False
1452,2025-01-03,105,Ajman Mall,4,C025,Afternoon,1598.53,0.0,Credit Card,False
1453,2025-01-26,106,Ras Al Khaimah,3,C037,Morning,1249.38,0.0,Digital Wallet,False
1454,2025-02-19,102,Dubai Mall,3,C013,Evening,2044.91,0.0,Cash,False
1455,2025-03-25,102,Dubai Mall,5,C017,Afternoon,949.2,0.0,Digital Wallet,False
1456,2025-02-08,105,Ajman Mall,3,C003,Evening,1496.97,0.0,Credit Card,False
1457,2025-03-13,105,Ajman Mall,5,C028,Evening,3211.61,0.0,Debit Card,False
1458,2025-02-11,104,Sharjah City Centre,1,C001,Morning,3409.57,0.0,Cash,False
1459,2025-01-21,101,Dubai Marina,5,C034,Morning,4054.08,343.66,Debit Card,False
1460,2025-03-13,105,Ajman Mall,1,C035,Afternoon,4178.18,0.0,Digital Wallet,False
1461,2025-03-03,102,Dubai Mall,1,C013,Morning,1741.66,0.0,Digital Wallet,False
1462,2025-01-18,102,Dubai Mall,4,C024,Morning,3025.56,0.0,Cash,False
1463,2025-02-18,105,Ajman Mall,4,C028,Morning,924.39,0.0,Digital Wallet,True
1464,2025-02-08,101,Dubai Marina,5,C005,Morning,2840.92,103.2,Cash,False
1465,2025-01-06,106,Ras Al Khaimah,1,C022,Evening,492.3,0.0,Credit Card,False
1466,2025-01-05,105,Ajman Mall,3,C040,Morning,3568.86,520.7,Digital Wallet,False
1467,2025-02-03,101,Dubai Marina,3,C021,Evening,3443.54,0.0,Debit Card,False
1468,2025-02-10,106,Ras Al Khaimah,1,C008,Morning,3761.69,0.0,Debit Card,False
1469,2025-02-17,102,Dubai Mall,4,C020,Afternoon,4320.5,0.0,Debit Card,False
1470,2025-01-29,102,Dubai Mall,3,C033,Morning,3387.73,0.0,Debit Card,False
1471,2025-01-27,102,Dubai Mall,3,C020,Afternoon,1868.8,0.0,Credit Card,False
1472,2025-02-03,102,Dubai Mall,2,C027,Morning,2416.67,0.0,Digital Wallet,False
1473,2025-03-05,103,Abu Dhabi Khalidiyah,5,C021,Morning,1967.76,0.0,Digital Wallet,False
1474,2025-02-11,101,Dubai Marina,4,C026,Afternoon,2497.43,0.0,Digital Wallet,False
1475,2025-01-21,104,Sharjah City Centre,3,C019,Evening,2692.6,0.0,Credit Card,False
1476,2025-01-31,104,Sharjah City Centre,2,C036,Evening,4490.82,0.0,Debit Card,False
1477,2025-02-12,102,Dubai Mall,2,C009,Afternoon,1851.57,0.0,Cash,False
1478,2025-02-17,105,Ajman Mall,2,C013,Afternoon,2391.84,0.0,Cash,True
1479,2025-01-29,104,Sharjah City Centre,3,C027,Morning,2085.54,0.0,Digital Wallet,False
1480,2025-03-19,105,Ajman Mall,5,C025,Morning,3723.06,0.0,Digital Wallet,False
1481,2025-01-30,104,Sharjah City Centre,2,C012,Morning,2397.07,0.0,Credit Card,False
1482,2025-02-01,105,Ajman Mall,1,C040,Afternoon,3911.85,0.0,Credit Card,False
1483,2025-03-06,105,Ajman Mall,4,C037,Afternoon,1937.74,0.0,Digital Wallet,False
1484,2025-01-12,101,Dubai Marina,5,C020,Evening,4081.1,0.0,Debit Card,False
1485,2025-03-10,101,Dubai Marina,4,C026,Afternoon,2048.67,0.0,Cash,False
1486,2025-02-09,103,Abu Dhabi Khalidiyah,4,C036,Evening,1828.27,0.0,Credit Card,True
1487,2025-02-14,102,Dubai Mall,3,C001,Evening,4188.72,0.0,Credit Card,False
1488,2025-02-08,104,Sharjah City Centre,4,C020,Afternoon,2371.51,0.0,Digital Wallet,False
1489,2025-01-16,102,Dubai Mall,4,C019,Afternoon,1639.88,0.0,Credit Card,False
1490,2025-01-17,104,Sharjah City Centre,1,C014,Evening,1195.2,840.63,Digital Wallet,False
1491,2025-01-11,102,Dubai Mall,3,C028,Afternoon,2344.91,728.44,Credit Card,False
1492,2025-02-04,105,Ajman Mall,4,C038,Morning,2918.43,620.44,Digital Wallet,False
1493,2025-03-06,101,Dubai Marina,1,C039,Evening,2103.65,0.0,Credit Card,False
1494,2025-02-23,102,Dubai Mall,2,C021,Evening,2654.97,506.76,Digital Wallet,False
1495,2025-03-18,103,Abu Dhabi Khalidiyah,2,C030,Morning,1863.02,0.0,Credit Card,False
1496,2025-02-05,104,Sharjah City Centre,1,C029,Afternoon,1914.84,0.0,Credit Card,False
1497,2025-02-23,101,Dubai Marina,1,C029,Morning,4428.52,0.0,Digital Wallet,False
1498,2025-02-12,102,Dubai Mall,1,C014,Morning,3826.21,0.0,Cash,False
1499,2025-01-15,103,Abu Dhabi Khalidiyah,1,C033,Afternoon,3335.55,0.0,Cash,False
1500,2025-03-27,105,Ajman Mall,1,C031,Evening,943.52,148.63,Cash,False
1501,2025-01-07,104,Sharjah City Centre,5,C011,Morning,1254.77,0.0,Digital Wallet,False
1502,2025-01-07,104,Sharjah City Centre,1,C006,Evening,1966.06,0.0,Digital Wallet,False
1503,2025-01-12,105,Ajman Mall,3,C019,Afternoon,4437.64,0.0,Credit Card,False
1504,2025-03-03,105,Ajman Mall,3,C033,Evening,1782.97,0.0,Cash,False
1505,2025-02-22,106,Ras Al Khaimah,3,C040,Morning,3685.9,0.0,Cash,False
1506,2025-03-27,101,Dubai Marina,5,C022,Morning,3361.85,0.0,Credit Card,True
1507,2025-02-02,105,Ajman Mall,2,C006,Morning,1571.55,0.0,Digital Wallet,False
1508,2025-01-06,103,Abu Dhabi Khalidiyah,1,C016,Afternoon,456.08,0.0,Digital Wallet,False
1509,2025-02-28,102,Dubai Mall,1,C020,Evening,4212.13,0.0,Debit Card,False
1510,2025-02-15,104,Sharjah City Centre,1,C015,Morning,2050.71,0.0,Debit Card,False
1511,2025-02-22,104,Sharjah City Centre,3,C013,Afternoon,698.05,0.0,Cash,False
1512,2025-03-08,103,Abu Dhabi Khalidiyah,2,C010,Evening,2764.82,0.0,Credit Card,False
1513,2025-01-29,105,Ajman Mall,3,C002,Morning,4494.68,0.0,Credit Card,False
1514,2025-02-18,102,Dubai Mall,3,C003,Afternoon,3070.53,43.83,Cash,False
1515,2025-02-16,106,Ras Al Khaimah,2,C016,Morning,4103.54,0.0,Credit Card,False
1516,2025-02-05,104,Sharjah City Centre,5,C031,Morning,3951.68,0.0,Digital Wallet,False
1517,2025-01-13,101,Dubai Marina,3,C040,Afternoon,437.91,0.0,Debit Card,False
1518,2025-02-11,101,Dubai Marina,1,C005,Evening,2134.2,0.0,Digital Wallet,False
1519,2025-01-21,103,Abu Dhabi Khalidiyah,1,C030,Evening,3828.3,0.0,Cash,False
1520,2025-03-07,105,Ajman Mall,2,C027,Evening,1450.0,0.0,Credit Card,False
1521,2025-03-08,103,Abu Dhabi Khalidiyah,3,C037,Afternoon,1238.34,0.0,Cash,True
1522,2025-02-11,104,Sharjah City Centre,1,C013,Afternoon,2126.8,0.0,Debit Card,False
1523,2025-02-16,101,Dubai Marina,4,C025,Afternoon,1859.35,0.0,Cash,False
1524,2025-03-22,104,Sharjah City Centre,5,C032,Evening,1306.18,0.0,Cash,False
1525,2025-02-06,101,Dubai Marina,3,C026,Evening,84.02,0.0,Credit Card,False
1526,2025-01-10,103,Abu Dhabi Khalidiyah,2,C016,Morning,3972.87,122.74,Credit Card,False
1527,2025-02-14,101,Dubai Marina,5,C010,Afternoon,1737.57,0.0,Digital Wallet,False
1528,2025-03-21,105,Ajman Mall,4,C001,Morning,2783.01,0.0,Credit Card,False
1529,2025-01-20,102,Dubai Mall,3,C007,Morning,2633.82,0.0,Cash,False
1530,2025-01-03,101,Dubai Marina,1,C028,Evening,731.65,0.0,Credit Card,False
1531,2025-03-22,106,Ras Al Khaimah,5,C015,Evening,3085.04,0.0,Debit Card,False
1532,2025-01-16,105,Ajman Mall,5,C012,Morning,1762.52,0.0,Cash,False
1533,2025-01-07,103,Abu Dhabi Khalidiyah,2,C034,Afternoon,2204.49,0.0,Digital Wallet,False
1534,2025-02-16,104,Sharjah City Centre,3,C030,Afternoon,3940.3,859.49,Digital Wallet,False
1535,2025-01-24,105,Ajman Mall,2,C004,Afternoon,1201.69,0.0,Debit Card,False
1536,2025-02-19,102,Dubai Mall,4,C036,Evening,212.09,0.0,Credit Card,False
1537,2025-01-31,101,Dubai Marina,3,C016,Morning,268.56,193.19,Credit Card,False
1538,2025-02-14,101,Dubai Marina,2,C008,Morning,3490.65,506.98,Cash,False
1539,2025-01-14,102,Dubai Mall,4,C030,Morning,1513.29,0.0,Credit Card,False
1540,2025-01-26,101,Dubai Marina,4,C009,Afternoon,185.12,442.6,Credit Card,False
1541,2025-01-19,105,Ajman Mall,3,C030,Evening,151.23,0.0,Credit Card,False
1542,2025-02-07,105,Ajman Mall,1,C034,Morning,1591.47,0.0,Debit Card,False
1543,2025-01-01,102,Dubai Mall,5,C036,Morning,305.79,177.71,Digital Wallet,False
1544,2025-03-02,106,Ras Al Khaimah,3,C039,Morning,2587.92,0.0,Cash,False
1545,2025-03-24,106,Ras Al Khaimah,2,C021,Afternoon,1699.69,0.0,Cash,True
1546,2025-01-07,104,Sharjah City Centre,2,C029,Evening,167.59,0.0,Cash,False
1547,2025-01-22,101,Dubai Marina,4,C040,Afternoon,1652.92,0.0,Cash,False
1548,2025-02-13,104,Sharjah City Centre,5,C033,Morning,3673.72,0.0,Credit Card,False
1549,2025-01-26,101,Dubai Marina,2,C028,Evening,3646.22,0.0,Cash,False
1550,2025-03-29,102,Dubai Mall,2,C036,Morning,898.58,0.0,Cash,False
1551,2025-03-02,106,Ras Al Khaimah,2,C029,Morning,747.64,238.87,Digital Wallet,False
1552,2025-01-04,101,Dubai Marina,2,C011,Evening,3081.63,0.0,Debit Card,False
1553,2025-01-14,105,Ajman Mall,1,C031,Afternoon,230.38,0.0,Cash,False
1554,2025-01-14,105,Ajman Mall,5,C029,Morning,3531.53,0.0,Digital Wallet,False
1555,2025-03-12,106,Ras Al Khaimah,1,C017,Afternoon,3227.08,0.0,Debit Card,False
1556,2025-01-16,102,Dubai Mall,3,C016,Morning,1873.46,0.0,Credit Card,False
1557,2025-01-21,106,Ras Al Khaimah,5,C018,Afternoon,2627.88,0.0,Cash,False
1558,2025-02-03,106,Ras Al Khaimah,2,C034,Morning,1969.83,0.0,Digital Wallet,False
1559,2025-03-29,103,Abu Dhabi Khalidiyah,2,C032,Evening,252.63,0.0,Digital Wallet,False
1560,2025-01-25,101,Dubai Marina,2,C016,Morning,2201.66,0.0,Debit Card,False
1561,2025-03-07,101,Dubai Marina,5,C018,Afternoon,3344.79,0.0,Credit Card,False
1562,2025-01-04,106,Ras Al Khaimah,1,C029,Afternoon,4394.39,55.88,Debit Card,False
1563,2025-01-26,103,Abu Dhabi Khalidiyah,1,C005,Morning,1687.08,0.0,Cash,False
1564,2025-01-30,103,Abu Dhabi Khalidiyah,3,C019,Morning,3847.2,0.0,Digital Wallet,False
1565,2025-02-17,102,Dubai Mall,5,C016,Evening,2302.36,0.0,Debit Card,False
1566,2025-03-04,105,Ajman Mall,2,C018,Morning,902.39,0.0,Cash,False
1567,2025-02-24,105,Ajman Mall,5,C022,Morning,347.36,0.0,Cash,False
1568,2025-02-19,106,Ras Al Khaimah,5,C021,Evening,2749.38,0.0,Cash,False
1569,2025-03-26,103,Abu Dhabi Khalidiyah,1,C035,Morning,3164.16,549.06,Cash,True
1570,2025-02-11,106,Ras Al Khaimah,5,C006,Morning,2487.53,405.51,Cash,False
